VideoID_N,filename,imageID,Second,Music_Sec_N,Music_Sec,Cut,Thematic_Content,Frame,brightness_median,brightness_stdev,saturation_median,saturation_stdev,hue_median,hue_stdev
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion157.jpg,157,2.62,2,B,0,WhiteStripes, close-up,8,87.8134,127,80.057,99,45.188
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion158.jpg,158,2.63,2,B,0,WhiteStripes, long,7,30.1994,127,52.0695,93,30.2508
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion159.jpg,159,2.65,2,B,0,WhiteStripes, long,8,19.5715,109,51.0046,85,31.1619
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion160.jpg,160,2.67,2,B,0,WhiteStripes, long,7,30.8599,141,62.501,70,40.7584
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion161.jpg,161,2.68,2,B,0,WhiteStripes, median,8,41.4416,127,66.4937,70,47.9559
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion162.jpg,162,2.7,2,B,0,WhiteStripes, median,9,50.0066,159,70.3642,70,52.0416
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion163.jpg,163,2.72,1,A,1,WhiteStripes, close-up,13,54.6983,204,67.7066,59,49.2798
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion164.jpg,164,2.73,1,A,0,Nirvana, close-up,24,51.1736,255,116.5103,3,51.015
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion165.jpg,165,2.75,1,A,0,Nirvana, median,34,48.6097,255,108.3731,8,49.7061
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion166.jpg,166,2.77,1,A,0,Nirvana, median,44,50.6933,255,97.5868,10,50.1527
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion167.jpg,167,2.78,1,A,1,Nirvana, median,57,53.0776,255,89.6388,12,44.2811
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion168.jpg,168,2.8,1,A,0,WhiteStripes, median,14,46.4742,199,69.9677,59,46.0565
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion169.jpg,169,2.82,1,A,0,WhiteStripes, median,11,60.5263,164,74.6081,93,45.575
