VideoID_N,filename,imageID,Second,Music_Sec_N,Music_Sec,Cut,Thematic_Content,Frame,brightness_median,brightness_stdev,saturation_median,saturation_stdev,hue_median,hue_stdev
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion170.jpg,170,2.83,1,A,0,WhiteStripes, median,29,72.0156,160,80.753,77,56.7461
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion171.jpg,171,2.85,1,A,1,Nirvana, median,85,40.2269,255,25.0535,19,20.0228
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion172.jpg,172,2.87,1,A,1,Nirvana, median,81,37.3246,255,26.8244,19,23.7425
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion173.jpg,173,2.88,1,A,0,Nirvana, median,73,39.239,255,27.4154,19,24.5801
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion174.jpg,174,2.9,1,A,0,Nirvana, median,80,40.9959,255,27.4241,19,26.8692
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion175.jpg,175,2.92,1,A,0,Nirvana, close-up,81,50.8012,255,35.1424,18,25.3955
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion176.jpg,176,2.93,1,A,1,Nirvana, close-up,76,51.5248,255,35.3654,18,26.4686
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion177.jpg,177,2.95,1,A,1,Nirvana, close-up,65,43.3239,255,59.6509,18,32.7829
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion178.jpg,178,2.97,1,A,1,Nirvana, close-up,42,27.2609,255,86.3594,16,37.7083
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion179.jpg,179,2.98,1,A,0,Nirvana, close-up,76,54.1691,255,45.6092,20,33.3119
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion180.jpg,180,3,1,A,0,Nirvana, close-up,65,43.3671,255,36.1472,19,37.6321
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion181.jpg,181,3.02,1,A,1,Nirvana, close-up,75,54.709,255,29.996,20,37.4468
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion182.jpg,182,3.03,1,A,1,Nirvana, close-up,78,50.8424,255,30.8019,19,33.4762
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion183.jpg,183,3.05,1,A,1,Nirvana, close-up,97,49.1061,255,25.9924,20,25.5338
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion184.jpg,184,3.07,1,A,1,Nirvana, close-up,110,52.3064,255,25.8385,20,19.221
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion185.jpg,185,3.08,1,A,1,Nirvana, close-up,120,52.7763,255,30.7266,20,21.9821
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion186.jpg,186,3.1,1,A,1,Nirvana, close-up,128,51.7216,255,28.2105,20,20.3543
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion187.jpg,187,3.12,1,A,1,Nirvana, close-up,142,56.7459,253,24.7108,22,27.0528
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion188.jpg,188,3.13,1,A,1,Nirvana, long,105,49.0789,255,30.5193,20,21.1245
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion189.jpg,189,3.15,1,A,1,Nirvana, long,93,50.3297,255,29.0069,19,22.8324
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion190.jpg,190,3.17,1,A,0,Nirvana, median,90,34.4777,255,33.5253,20,21.6462
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion191.jpg,191,3.18,1,A,1,Nirvana, median,53,43.6596,249,96.9512,22,31.2908
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion192.jpg,192,3.2,1,A,1,Nirvana, close-up,31,29.0569,255,39.5837,14,37.9444
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion193.jpg,193,3.22,1,A,1,Nirvana, close-up,91,49.6032,255,28.2021,19,21.431
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion194.jpg,194,3.23,1,A,1,Nirvana, close-up,53,42.3962,255,68.3105,22,30.3642
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion195.jpg,195,3.25,1,A,1,Nirvana, close-up,89,37.8245,255,29.261,19,21.1004
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion196.jpg,196,3.27,1,A,1,Nirvana, median,41,33.5795,255,78.8489,22,28.5345
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion197.jpg,197,3.28,1,A,1,Nirvana, close-up,86,42.1374,255,29.2145,19,20.2105
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion198.jpg,198,3.3,1,A,1,WhiteStripes, long,9,108.5677,95,89.3259,85,25.8523
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion199.jpg,199,3.32,1,A,0,WhiteStripes, long,134,112.2969,6,85.1571,93,37.6325
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion200.jpg,200,3.33,1,A,0,WhiteStripes, long,113,112.5385,19,95.3899,93,45.3972
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion201.jpg,201,3.35,1,A,1,WhiteStripes, long,11,91.5689,145,89.3867,93,58.4479
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion202.jpg,202,3.37,2,B,1,Nirvana, close-up,71,31.3559,255,20.1899,18,21.1538
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion203.jpg,203,3.38,2,B,1,Nirvana, close-up,91,41.7787,255,33.0646,19,18.4767
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion204.jpg,204,3.4,2,B,1,Nirvana, close-up,64,43.824,255,22.9932,19,26.4154
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion205.jpg,205,3.42,2,B,1,Nirvana, close-up,136,58.4728,255,28.5053,19,22.2633
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion206.jpg,206,3.43,3,C,1,WhiteStripes, long,50,57.4286,63,71.5518,77,65.4766
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion207.jpg,207,3.45,3,C,1,WhiteStripes, long,26,62.3092,75,72.8029,106,47.9765
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion208.jpg,208,3.47,3,C,1,WhiteStripes, long,72,68.6369,176,87.794,112,84.4729
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion209.jpg,209,3.48,3,C,0,Nirvana, median,47,48.4194,255,100.3835,21,28.1497
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion210.jpg,210,3.5,3,C,0,Nirvana, median,54,42.092,255,74.4994,23,23.6484
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion211.jpg,211,3.52,3,C,0,Nirvana, close-up,90,50.3225,255,26.0946,17,38.5325
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion212.jpg,212,3.53,3,C,1,Nirvana, close-up,92,55.6897,255,58.0491,20,24.6087
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion213.jpg,213,3.55,3,C,1,WhiteStripes, long,55,85.623,75,78.6028,112,51.061
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion214.jpg,214,3.57,3,C,0,WhiteStripes, long,47,69.9338,145,77.9272,99,77.5002
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion215.jpg,215,3.58,3,C,1,WhiteStripes, long,22,52.7126,207,52.058,19,75.6454
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion216.jpg,216,3.6,3,C,0,WhiteStripes, long,15,59.0263,162,72.7362,98,63.9344
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion217.jpg,217,3.62,3,C,1,WhiteStripes, median,47,85.0994,63,82.6493,106,60.477
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion218.jpg,218,3.63,3,C,1,Nirvana, median,71,45.1752,255,71.7531,20,34.8083
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion219.jpg,219,3.65,3,C,1,Nirvana, median,82,46.8791,255,31.3424,20,20.9713
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion220.jpg,220,3.67,3,C,0,Nirvana, median,86,47.1747,255,29.9277,18,22.6826
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion221.jpg,221,3.68,3,C,1,Nirvana, median,69,39.4706,255,53.7066,19,36.5614
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion222.jpg,222,3.7,3,C,1,WhiteStripes, median,11,60.9933,191,70.0742,103,52.6954
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion223.jpg,223,3.72,3,C,0,WhiteStripes, median,7,47.7077,127,60.2694,93,30.4066
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion224.jpg,224,3.73,3,C,1,WhiteStripes, median,10,99.5759,95,86.5171,93,36.8457
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion225.jpg,225,3.75,3,C,1,Nirvana, close-up,105,54.8404,255,25.7077,19,37.8936
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion226.jpg,226,3.77,3,C,1,Nirvana, median,155,67.9225,255,27.1766,20,22.4504
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion227.jpg,227,3.78,3,C,1,WhiteStripes, median,156,107.8651,27,94.9003,93,42.1037
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion228.jpg,228,3.8,3,C,1,WhiteStripes, median,9,54.1953,159,62.5206,93,64.1663
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion229.jpg,229,3.82,3,C,1,Nirvana, median,77,49.9428,255,50.5945,21,29.5155
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion230.jpg,230,3.83,3,C,0,Nirvana, median,83,38.5013,255,25.7912,19,24.1201
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion231.jpg,231,3.85,3,C,1,WhiteStripes, median,12,64.4552,230,72.1841,103,66.4885
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion232.jpg,232,3.87,3,C,1,WhiteStripes, long,8,12.9858,120,56.0543,70,32.1503
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion233.jpg,233,3.88,3,C,1,Nirvana, close-up,14,46.6989,255,39.4697,14,57.6258
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion234.jpg,234,3.9,3,C,1,Nirvana, close-up,89,42.6613,255,28.6466,20,21.7938
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion235.jpg,235,3.92,3,C,1,Nirvana, close-up,119,52.2718,252,30.028,21,22.3823
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion236.jpg,236,3.93,3,C,0,WhiteStripes, close-up,88,76.6901,124,83.4811,113,72.7203
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion237.jpg,237,3.95,2,B,0,WhiteStripes, close-up,13,56.5132,159,64.4918,93,68.667
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion238.jpg,238,3.97,2,B,0,WhiteStripes, long,23,72.2966,227,54.7081,99,93.4662
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion239.jpg,239,3.98,2,B,1,WhiteStripes, long,20,68.6398,216,63.333,93,90.841
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion240.jpg,240,4,2,B,0,Nirvana, median,47,45.7327,255,97.7484,15,38.7076
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion241.jpg,241,4.02,4,D,1,Nirvana, close-up,85,39.1392,255,44.9462,17,22.0719
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion242.jpg,242,4.03,4,D,1,Nirvana, close-up,51,48.403,255,50.4752,16,41.4981
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion243.jpg,243,4.05,4,D,1,Nirvana, close-up,108,68.3974,255,43.0509,18,20.6736
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion244.jpg,244,4.07,4,D,1,Nirvana, close-up,53,39.1536,255,52.7463,16,40.5258
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion245.jpg,245,4.08,4,D,1,Nirvana, close-up,183,72.7225,253,41.804,19,19.632
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion246.jpg,246,4.1,4,D,1,Nirvana, close-up,57,43.992,255,47.4083,17,27.7689
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion247.jpg,247,4.12,4,D,1,Nirvana, median,98,63.8854,255,23.6912,20,23.0757
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion248.jpg,248,4.13,4,D,1,WhiteStripes, median,11,82.1307,109,80.6722,93,44.7657
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion249.jpg,249,4.15,4,D,1,WhiteStripes, median,14,99.9762,106,81.3174,93,33.7957
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion250.jpg,250,4.17,4,D,0,Nirvana, long,67,46.5282,255,79.3624,20,31.2191
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion251.jpg,251,4.18,4,D,1,WhiteStripes, median,47,99.3762,50,86.0091,77,39.3646
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion252.jpg,252,4.2,4,D,1,WhiteStripes, median,9,51.0388,109,66.9803,112,30.2969
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion253.jpg,253,4.22,4,D,1,WhiteStripes, median,10,54.9285,139,72.6782,112,28.8986
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion254.jpg,254,4.23,4,D,1,Nirvana, close-up,89,52.7143,255,23.3894,18,20.9442
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion255.jpg,255,4.25,4,D,1,Nirvana, median,78,57.887,255,81.5075,22,32.6024
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion256.jpg,256,4.27,2,B,1,Nirvana, close-up,105,51.1463,255,23.5289,18,23.4306
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion257.jpg,257,4.28,2,B,1,Nirvana, close-up,84,29.9856,255,26.7915,19,29.1835
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion258.jpg,258,4.3,2,B,1,WhiteStripes, long,25,86.415,95,84.0391,93,40.5822
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion259.jpg,259,4.32,2,B,1,WhiteStripes, long,9,74.5241,127,68.0452,93,21.8966
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion260.jpg,260,4.33,2,B,1,Nirvana, close-up,120,78.4888,255,36.456,15,27.5563
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion261.jpg,261,4.35,2,B,0,Nirvana, median,65,52.0392,250,68.2051,21,33.5954
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion262.jpg,262,4.37,2,B,0,Nirvana, median,49,51.2203,251,79.8365,20,32.6015
24_B,B_WhiteStripes_Nirvana_DJBootOXs_Panicversion263.jpg,263,4.38,2,B,1,Nirvana, median,27,33.3489,255,87.6019,20,35.5889
